	SMILES	Number	Lattice
162	CSc1cc(=O)n2c(n1)SCC2	333	('22.525821360000002', '0.0', '0.0', '0.0', '22.525821360000002', '0.0', '0.0', '0.0', '22.525821360000002')
163	COC(=O)c1ccccc1	334	('44.694644399999994', '0.0', '0.0', '0.0', '44.694644399999994', '0.0', '0.0', '0.0', '44.694644399999994')
164	COc1nonc1[N][N]c1nonc1OC	337	('27.446746320000003', '0.0', '0.0', '0.0', '27.446746320000003', '0.0', '0.0', '0.0', '27.446746320000003')
165	CC(=O)O/C=C(/c1ccccc1)N(C)C(C)=O	339	('39.24261432', '0.0', '0.0', '0.0', '39.24261432', '0.0', '0.0', '0.0', '39.24261432')
166	Cc1ccc([S@](N)=O)cc1	340	('38.10816828', '0.0', '0.0', '0.0', '38.10816828', '0.0', '0.0', '0.0', '38.10816828')
167	Cc1ccc([S@@](N)=O)cc1	341	('22.462846560000003', '0.0', '0.0', '0.0', '22.462846560000003', '0.0', '0.0', '0.0', '22.462846560000003')
168	CCCc1nnc(N)s1	344	('29.114414280000002', '0.0', '0.0', '0.0', '29.114414280000002', '0.0', '0.0', '0.0', '29.114414280000002')
169	O=C(O)c1ccc(N2C(=O)[C@@H]3[C@@H]4C=C[C@@H]([C@H]5C(=O)N(c6ccc(C(=O)O)cc6)C(=O)[C@@H]45)[C@@H]3C2=O)cc1	349	('23.997103199999998', '0.0', '0.0', '0.0', '23.997103199999998', '0.0', '0.0', '0.0', '23.997103199999998')
170	Nc1ccc(N)nn1	358	('32.27151564', '0.0', '0.0', '0.0', '32.27151564', '0.0', '0.0', '0.0', '32.27151564')
171	CC(C)(C)c1nc2c([nH]1)[N]C=N[C]2N	359	('29.0088918', '0.0', '0.0', '0.0', '29.0088918', '0.0', '0.0', '0.0', '29.0088918')
172	O=[N+]([O-])Nc1nc(-c2nonc2[N+](=O)[O-])n[nH]1	361	('28.48979952', '0.0', '0.0', '0.0', '28.48979952', '0.0', '0.0', '0.0', '28.48979952')
173	O/N=C/c1ccccc1O	362	('36.48193668', '0.0', '0.0', '0.0', '36.48193668', '0.0', '0.0', '0.0', '36.48193668')
174	CN(Cn1nc([N+](=O)[O-])nc1[N+](=O)[O-])[N+](=O)[O-]	364	('41.40397296', '0.0', '0.0', '0.0', '41.40397296', '0.0', '0.0', '0.0', '41.40397296')
175	CS([O])([O])Oc1cccc(OS(C)([O])[O])c1OS(C)([O])[O]	365	('38.111608079999996', '0.0', '0.0', '0.0', '38.111608079999996', '0.0', '0.0', '0.0', '38.111608079999996')
176	O=[N+]([O-])c1ccc(/C=N/n2cccn2)s1	366	('29.615090400000003', '0.0', '0.0', '0.0', '29.615090400000003', '0.0', '0.0', '0.0', '29.615090400000003')
177	O=C(O)c1ccc(C(=O)O)cc1	367	('29.615090400000003', '0.0', '0.0', '0.0', '29.615090400000003', '0.0', '0.0', '0.0', '29.615090400000003')
178	c1ccc2scc3sc4csc(c1)c4c23	368	('32.28559236', '0.0', '0.0', '0.0', '32.28559236', '0.0', '0.0', '0.0', '32.28559236')
179	C(=C/c1ccccn1)\c1ccccn1	370	('30.96767268', '0.0', '0.0', '0.0', '30.96767268', '0.0', '0.0', '0.0', '30.96767268')
180	c1ccc([C]2[N]N[C](c3ccccn3)[N]N2)nc1	371	('23.05338084', '0.0', '0.0', '0.0', '23.05338084', '0.0', '0.0', '0.0', '23.05338084')
181	C1=C[C@H]2O[C@@H]1c1cc3c(cc12)[C@@H]1C=C[C@H]3O1	373	('20.5655058', '0.0', '0.0', '0.0', '20.5655058', '0.0', '0.0', '0.0', '20.5655058')
182	c1ccc([N][N]c2ccccc2)cc1	374	('17.11792656', '0.0', '0.0', '0.0', '17.11792656', '0.0', '0.0', '0.0', '17.11792656')
183	CN(C)C(=S)n1c(=S)sc2ccccc21	375	('43.74488916', '0.0', '0.0', '0.0', '43.74488916', '0.0', '0.0', '0.0', '43.74488916')
184	CC(C)c1nc2c([nH]1)C(=O)c1nc(C(C)C)[nH]c1C2=O	380	('23.4425016', '0.0', '0.0', '0.0', '23.4425016', '0.0', '0.0', '0.0', '23.4425016')
185	S=c1cccccc1	382	('10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999')
186	O=Cc1ccc(C=O)cc1	384	('21.801717', '0.0', '0.0', '0.0', '21.801717', '0.0', '0.0', '0.0', '21.801717')
187	O=C(O)c1ccc2c3c(ccc(C(=O)O)c13)C(=O)OC2=O	389	('29.24390952', '0.0', '0.0', '0.0', '29.24390952', '0.0', '0.0', '0.0', '29.24390952')
188	O=[N+]([O-])c1cc[n+]([O-])cc1	391	('41.179380480000006', '0.0', '0.0', '0.0', '41.179380480000006', '0.0', '0.0', '0.0', '41.179380480000006')
189	C[C@H](O)CCC[C@@H]1Cc2c(O)ccc(O)c2C(=O)O1	393	('29.66996844', '0.0', '0.0', '0.0', '29.66996844', '0.0', '0.0', '0.0', '29.66996844')
190	O=c1sc(Sc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c(Sc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])s1	398	('21.70132776', '0.0', '0.0', '0.0', '21.70132776', '0.0', '0.0', '0.0', '21.70132776')
191	O=[N+]([O-])c1c[nH]nc1[N+](=O)[O-]	399	('33.04610568', '0.0', '0.0', '0.0', '33.04610568', '0.0', '0.0', '0.0', '33.04610568')
192	Nc1nc([N+](=O)[O-])n[nH]1	400	('37.6401438', '0.0', '0.0', '0.0', '37.6401438', '0.0', '0.0', '0.0', '37.6401438')
193	Nn1nc2c(n1)C(=O)c1ccccc1C2=O	401	('34.4768508', '0.0', '0.0', '0.0', '34.4768508', '0.0', '0.0', '0.0', '34.4768508')
194	O=[N+]([O-])c1nnn(CO)n1	402	('38.80528344', '0.0', '0.0', '0.0', '38.80528344', '0.0', '0.0', '0.0', '38.80528344')
195	OC(O)(c1nnn[nH]1)c1nnn[nH]1	406	('45.229718520000006', '0.0', '0.0', '0.0', '45.229718520000006', '0.0', '0.0', '0.0', '45.229718520000006')
196	Cc1cc2nc[nH]c2cc1C	408	('22.56487632', '0.0', '0.0', '0.0', '22.56487632', '0.0', '0.0', '0.0', '22.56487632')
197	CCOC(=O)Cc1nc(C)c(CC(=O)OCC)nc1C	415	('32.51605896', '0.0', '0.0', '0.0', '32.51605896', '0.0', '0.0', '0.0', '32.51605896')
198	O=c1c2ccccc2c(=O)c2sc3c(=O)c4ccccc4c(=O)c3sc12	417	('23.80188132', '0.0', '0.0', '0.0', '23.80188132', '0.0', '0.0', '0.0', '23.80188132')
199	c1cc([C]2[N]CCN2)ccc1[C]1[N]CCN1	418	('48.82838436', '0.0', '0.0', '0.0', '48.82838436', '0.0', '0.0', '0.0', '48.82838436')
200	Cc1nonc1N	419	('45.82909044', '0.0', '0.0', '0.0', '45.82909044', '0.0', '0.0', '0.0', '45.82909044')
201	CC1(C)CCC(C)(C)n2nnnc2N1	420	('18.56285424', '0.0', '0.0', '0.0', '18.56285424', '0.0', '0.0', '0.0', '18.56285424')
202	CC(C)c1nn(C)c2c(C(=O)O)nn(C)c12	422	('22.029908040000002', '0.0', '0.0', '0.0', '22.029908040000002', '0.0', '0.0', '0.0', '22.029908040000002')
203	CN(c1nnnn1C)[N+](=O)[O-]	423	('34.564592160000004', '0.0', '0.0', '0.0', '34.564592160000004', '0.0', '0.0', '0.0', '34.564592160000004')
204	CN(c1nnnn1C)[N+](=O)[O-]	424	('33.1924824', '0.0', '0.0', '0.0', '33.1924824', '0.0', '0.0', '0.0', '33.1924824')
205	O=C/C=C/C=C/c1cccnc1	430	('25.482303', '0.0', '0.0', '0.0', '25.482303', '0.0', '0.0', '0.0', '25.482303')
206	Cc1ccc(/N=C/c2ccccc2O)cc1	435	('28.14465528', '0.0', '0.0', '0.0', '28.14465528', '0.0', '0.0', '0.0', '28.14465528')
207	CS(=O)(=O)C1(S(C)(=O)=O)CCc2ccccc2C1=O	436	('24.396278759999998', '0.0', '0.0', '0.0', '24.396278759999998', '0.0', '0.0', '0.0', '24.396278759999998')
208	O/N=C/c1ccc(O)cc1	437	('33.6150486', '0.0', '0.0', '0.0', '33.6150486', '0.0', '0.0', '0.0', '33.6150486')
209	Nc1no/c(=N/[N+](=O)[O-])[nH]1	444	('50.9180364', '0.0', '0.0', '0.0', '50.9180364', '0.0', '0.0', '0.0', '50.9180364')
210	Oc1ccon1	448	('15.77603412', '0.0', '0.0', '0.0', '15.77603412', '0.0', '0.0', '0.0', '15.77603412')
211	Nc1n[nH]nc1-c1nnn[nH]1	451	('25.51659516', '0.0', '0.0', '0.0', '25.51659516', '0.0', '0.0', '0.0', '25.51659516')
212	O=C1CCn2cnc3ncnc(c32)N1	452	('30.21604992', '0.0', '0.0', '0.0', '30.21604992', '0.0', '0.0', '0.0', '30.21604992')
213	Cc1cn[nH]c(=O)c1	454	('26.38151964', '0.0', '0.0', '0.0', '26.38151964', '0.0', '0.0', '0.0', '26.38151964')
214	O=c1[nH][nH]c(=O)[nH]1	455	('29.03900328', '0.0', '0.0', '0.0', '29.03900328', '0.0', '0.0', '0.0', '29.03900328')
215	C(=N/c1ccc(/N=C/c2cccnc2)cc1)\c1cccnc1	459	('39.05908776', '0.0', '0.0', '0.0', '39.05908776', '0.0', '0.0', '0.0', '39.05908776')
216	O=C1[C]2SCCCS[C]2C(=O)c2ccccc21	463	('35.39961684', '0.0', '0.0', '0.0', '35.39961684', '0.0', '0.0', '0.0', '35.39961684')
217	O=C1[C]2SCCCS[C]2C(=O)c2ccccc21	464	('27.966420720000002', '0.0', '0.0', '0.0', '27.966420720000002', '0.0', '0.0', '0.0', '27.966420720000002')
218	c1nnc(SSc2nncs2)s1	465	('10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999')
219	c1cn(Cn2ccnc2)cn1	466	('10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999')
220	O=Cc1c[nH]c(=S)[nH]1	468	('33.32515284', '0.0', '0.0', '0.0', '33.32515284', '0.0', '0.0', '0.0', '33.32515284')
221	Nc1c([N+](=O)[O-])nn(Cc2nnn[nH]2)c1[N+](=O)[O-]	471	('23.257122839999997', '0.0', '0.0', '0.0', '23.257122839999997', '0.0', '0.0', '0.0', '23.257122839999997')
222	C1=C[C@H]2C=CC3=Cc4ccccc4C=C1[C@H]32	474	('28.87061184', '0.0', '0.0', '0.0', '28.87061184', '0.0', '0.0', '0.0', '28.87061184')
223	NS(=O)(=O)c1ccc([N+](=O)[O-])cc1	475	('16.94583072', '0.0', '0.0', '0.0', '16.94583072', '0.0', '0.0', '0.0', '16.94583072')
224	CC1=Cc2ccccc2S1(=O)=O	477	('19.57293828', '0.0', '0.0', '0.0', '19.57293828', '0.0', '0.0', '0.0', '19.57293828')
225	C/C(=N\N)c1ccc(NS(C)(=O)=O)cc1	480	('10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999')
226	Cn1cncc1[N+](=O)[O-]	481	('21.83098176', '0.0', '0.0', '0.0', '21.83098176', '0.0', '0.0', '0.0', '21.83098176')
227	COc1cccs1	482	('18.12208356', '0.0', '0.0', '0.0', '18.12208356', '0.0', '0.0', '0.0', '18.12208356')
228	CN(C)c1ccc(/C=C/C=C/C=C/C=O)cc1	483	('27.84301128', '0.0', '0.0', '0.0', '27.84301128', '0.0', '0.0', '0.0', '27.84301128')
229	Nn1c(Cn2cncn2)n[nH]c1=S	485	('10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999')
230	C[C@@H](CO)n1cnnc1	487	('16.39286964', '0.0', '0.0', '0.0', '16.39286964', '0.0', '0.0', '0.0', '16.39286964')
231	On1cccn1	489	('25.58158092', '0.0', '0.0', '0.0', '25.58158092', '0.0', '0.0', '0.0', '25.58158092')
232	CC(=O)O[C@H]1[C@H]2[C@@H](OC(C)=O)[C@H]3[C@@H](OC(C)=O)[C@@H]1n1n2n13	490	('36.683244359999996', '0.0', '0.0', '0.0', '36.683244359999996', '0.0', '0.0', '0.0', '36.683244359999996')
233	O=[N+]([O-])c1ccc(Cc2nnn[nH]2)cc1	493	('26.778948839999998', '0.0', '0.0', '0.0', '26.778948839999998', '0.0', '0.0', '0.0', '26.778948839999998')
234	O=c1cc(C(O)O)[nH]c(=O)[nH]1	500	('24.08182812', '0.0', '0.0', '0.0', '24.08182812', '0.0', '0.0', '0.0', '24.08182812')
235	[O]N1O[N]c2c1ccc1nnnn21	501	('35.0547372', '0.0', '0.0', '0.0', '35.0547372', '0.0', '0.0', '0.0', '35.0547372')
236	Cc1cc(=O)n(C(N)=O)[nH]1	502	('29.49940728', '0.0', '0.0', '0.0', '29.49940728', '0.0', '0.0', '0.0', '29.49940728')
237	S=C(SCSC(=S)c1ccccc1)c1ccccc1	508	('23.923914840000002', '0.0', '0.0', '0.0', '23.923914840000002', '0.0', '0.0', '0.0', '23.923914840000002')
238	Nc1nonc1-c1nonc1-c1nonc1[N+](=O)[O-]	510	('24.112257120000002', '0.0', '0.0', '0.0', '24.112257120000002', '0.0', '0.0', '0.0', '24.112257120000002')
239	Nc1nonc1-c1nonc1-c1nonc1[N+](=O)[O-]	511	('50.7788568', '0.0', '0.0', '0.0', '50.7788568', '0.0', '0.0', '0.0', '50.7788568')
240	O=C1NC(=O)[C@@H](c2ccccc2)O1	512	('18.57190356', '0.0', '0.0', '0.0', '18.57190356', '0.0', '0.0', '0.0', '18.57190356')
241	O=C1NC(=O)[C@@H](c2ccccc2)O1	513	('28.9191924', '0.0', '0.0', '0.0', '28.9191924', '0.0', '0.0', '0.0', '28.9191924')
242	c1ccc(C2=C(c3ccccc3)CSSSSC2)cc1	514	('28.9191924', '0.0', '0.0', '0.0', '28.9191924', '0.0', '0.0', '0.0', '28.9191924')
243	Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1	516	('29.09377548', '0.0', '0.0', '0.0', '29.09377548', '0.0', '0.0', '0.0', '29.09377548')
244	S=C(Oc1ccccn1)Oc1ccccn1	517	('24.9507216', '0.0', '0.0', '0.0', '24.9507216', '0.0', '0.0', '0.0', '24.9507216')
245	COC(=O)c1csc2c1C(=O)c1scc(C(=O)OC)c1C2=O	518	('22.49851464', '0.0', '0.0', '0.0', '22.49851464', '0.0', '0.0', '0.0', '22.49851464')
246	S=c1[nH]cnc2[nH]cnc12	519	('20.63948796', '0.0', '0.0', '0.0', '20.63948796', '0.0', '0.0', '0.0', '20.63948796')
247	Cn1nnc([N+](=O)[O-])n1	521	('32.91290604', '0.0', '0.0', '0.0', '32.91290604', '0.0', '0.0', '0.0', '32.91290604')
248	C=CCN1C(=O)/C(=C/c2cccs2)SC1=S	522	('22.38844104', '0.0', '0.0', '0.0', '22.38844104', '0.0', '0.0', '0.0', '22.38844104')
249	CC(C)(C)C(=O)C(=O)C(=O)C(=O)C(=O)c1ccccc1	523	('33.3626202', '0.0', '0.0', '0.0', '33.3626202', '0.0', '0.0', '0.0', '33.3626202')
250	CN1[N][N]N(C)C12N(c1ccccc1)[N][N]C2(C)C	524	('31.81322844', '0.0', '0.0', '0.0', '31.81322844', '0.0', '0.0', '0.0', '31.81322844')
251	CN1[N][N]N(C)C12N(c1ccccc1)[N][N]C2(C)C	525	('36.18849528', '0.0', '0.0', '0.0', '36.18849528', '0.0', '0.0', '0.0', '36.18849528')
252	CSc1nc(-n2cnnn2)cc(-n2cnnn2)n1	526	('21.32194428', '0.0', '0.0', '0.0', '21.32194428', '0.0', '0.0', '0.0', '21.32194428')
253	c1scc2c1C[C@H]1Cc3cscc3C[C@@H](C2)C12OCCO2	532	('25.090959599999998', '0.0', '0.0', '0.0', '25.090959599999998', '0.0', '0.0', '0.0', '25.090959599999998')
254	Cc1nn(CS)c(=O)o1	534	('29.97161244', '0.0', '0.0', '0.0', '29.97161244', '0.0', '0.0', '0.0', '29.97161244')
255	CN([N][N]c1nnnn1C)c1nnnn1C	535	('16.39286964', '0.0', '0.0', '0.0', '16.39286964', '0.0', '0.0', '0.0', '16.39286964')
256	COc1cc2c(c(OC)c1OC)c1cccc3cnc2n31	536	('38.357368560000005', '0.0', '0.0', '0.0', '38.357368560000005', '0.0', '0.0', '0.0', '38.357368560000005')
257	CCOC(=O)NNC(=O)c1cccn1C	537	('29.53528704', '0.0', '0.0', '0.0', '29.53528704', '0.0', '0.0', '0.0', '29.53528704')
258	CCCCCCCCc1ccc2ccc3oc4c(CCCCCCCC)ccc5ccc6oc1c2c3-c6c54	539	('46.142429760000006', '0.0', '0.0', '0.0', '46.142429760000006', '0.0', '0.0', '0.0', '46.142429760000006')
259	O=C1c2c([N+](=O)[O-])cc([N+](=O)[O-])c(O)c2C(=O)c2c(O)c([N+](=O)[O-])cc([N+](=O)[O-])c21	542	('32.13074844', '0.0', '0.0', '0.0', '32.13074844', '0.0', '0.0', '0.0', '32.13074844')
260	Cc1cccc2c1SSSSS2	552	('21.80743236', '0.0', '0.0', '0.0', '21.80743236', '0.0', '0.0', '0.0', '21.80743236')
261	O=C(O[C@H]1C[C@H]2[C@H]3C[C@@H]4[C@H]5C[C@H]([C@@H]2[C@H]53)[C@@H]41)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1	553	('40.33043784', '0.0', '0.0', '0.0', '40.33043784', '0.0', '0.0', '0.0', '40.33043784')
262	O=C(O)/C=C/c1ccco1	556	('37.5118128', '0.0', '0.0', '0.0', '37.5118128', '0.0', '0.0', '0.0', '37.5118128')
263	O=c1sc2c(O)ccc(O)c2s1	558	('35.205506279999994', '0.0', '0.0', '0.0', '35.205506279999994', '0.0', '0.0', '0.0', '35.205506279999994')
264	O=c1[nH]cnc2cc[nH]c12	560	('35.32970952', '0.0', '0.0', '0.0', '35.32970952', '0.0', '0.0', '0.0', '35.32970952')
265	Cc1nc2ccccc2[nH]1	561	('23.48780112', '0.0', '0.0', '0.0', '23.48780112', '0.0', '0.0', '0.0', '23.48780112')
266	Nc1nncn1N	562	('18.36382212', '0.0', '0.0', '0.0', '18.36382212', '0.0', '0.0', '0.0', '18.36382212')
267	CSC(=S)c1oc2ccccc2c(=O)c1C	565	('32.61083868', '0.0', '0.0', '0.0', '32.61083868', '0.0', '0.0', '0.0', '32.61083868')
268	Nc1ccc([N+](=O)[O-])c(N)c1	567	('34.283904480000004', '0.0', '0.0', '0.0', '34.283904480000004', '0.0', '0.0', '0.0', '34.283904480000004')
269	COC(=O)N/N=C/c1ccco1	568	('39.623744159999994', '0.0', '0.0', '0.0', '39.623744159999994', '0.0', '0.0', '0.0', '39.623744159999994')
270	CC(=O)n1ccnc1	571	('61.86067524', '0.0', '0.0', '0.0', '61.86067524', '0.0', '0.0', '0.0', '61.86067524')
271	Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1	574	('41.614277040000005', '0.0', '0.0', '0.0', '41.614277040000005', '0.0', '0.0', '0.0', '41.614277040000005')
272	O=[N+]([O-])c1ccnc2nc[nH]c12	576	('25.853695560000002', '0.0', '0.0', '0.0', '25.853695560000002', '0.0', '0.0', '0.0', '25.853695560000002')
273	O=C(O)Cn1nc2ccccc2n1	577	('37.27801224', '0.0', '0.0', '0.0', '37.27801224', '0.0', '0.0', '0.0', '37.27801224')
274	[N][N][C]1C(=O)C=Cc2ccccc21	579	('18.48109284', '0.0', '0.0', '0.0', '18.48109284', '0.0', '0.0', '0.0', '18.48109284')
275	c1ccc2c(c1)[C@H]1C[C@@H]2[C@H]2[C@H]3C[C@@H]([C@H]21)[C@H]1[C@@H]3[C@@H]2C[C@H]1c1ccccc12	582	('19.72148472', '0.0', '0.0', '0.0', '19.72148472', '0.0', '0.0', '0.0', '19.72148472')
276	Nn1nc2c(n1)C(=O)c1nn(N)nc1C2=O	583	('29.84889096', '0.0', '0.0', '0.0', '29.84889096', '0.0', '0.0', '0.0', '29.84889096')
277	CCCCNc1ccc([N+](=O)[O-])c2nonc12	585	('45.03026304', '0.0', '0.0', '0.0', '45.03026304', '0.0', '0.0', '0.0', '45.03026304')
278	C1CN2CCC1c1nnsc12	586	('46.017221039999995', '0.0', '0.0', '0.0', '46.017221039999995', '0.0', '0.0', '0.0', '46.017221039999995')
279	O=[N+]([O-])c1ccc(NN=C2CSCCSCCCSCCSC2)cc1	591	('26.884894680000002', '0.0', '0.0', '0.0', '26.884894680000002', '0.0', '0.0', '0.0', '26.884894680000002')
280	O=C1NC/C(=C\c2ccccc2)O1	592	('10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999')
281	c1nc(-n2cnnc2)n[nH]1	593	('24.07632444', '0.0', '0.0', '0.0', '24.07632444', '0.0', '0.0', '0.0', '24.07632444')
282	NC(=O)c1cccc(O)c1	599	('25.140228120000003', '0.0', '0.0', '0.0', '25.140228120000003', '0.0', '0.0', '0.0', '25.140228120000003')
283	CCc1c2sssc2c(CC)c2sc3c(CC)c4sssc4c(CC)c3sc12	602	('10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999')
284	Cn1c(=O)n(C)c(=O)n(C)c1=O	603	('19.89310428', '0.0', '0.0', '0.0', '19.89310428', '0.0', '0.0', '0.0', '19.89310428')
285	CC1=NS(=O)(=O)N=C1c1ccccc1	605	('33.12760248', '0.0', '0.0', '0.0', '33.12760248', '0.0', '0.0', '0.0', '33.12760248')
286	N[C@H](Cc1[nH]cnc1[N+](=O)[O-])C(=O)O	607	('45.57983724', '0.0', '0.0', '0.0', '45.57983724', '0.0', '0.0', '0.0', '45.57983724')
287	O=c1[nH]c(=O)[nH]c(=O)[nH]1	609	('25.681758480000003', '0.0', '0.0', '0.0', '25.681758480000003', '0.0', '0.0', '0.0', '25.681758480000003')
288	Nc1nnn[nH]1	611	('30.98529504', '0.0', '0.0', '0.0', '30.98529504', '0.0', '0.0', '0.0', '30.98529504')
289	CCOC(=O)On1nnnc1N	612	('33.40225728', '0.0', '0.0', '0.0', '33.40225728', '0.0', '0.0', '0.0', '33.40225728')
290	CCOC(=O)On1nnnc1N	613	('28.76344884', '0.0', '0.0', '0.0', '28.76344884', '0.0', '0.0', '0.0', '28.76344884')
291	Nc1c([N+](=O)[O-])c(N)c([N+](=O)[O-])c(-c2c([N+](=O)[O-])c(N)c([N+](=O)[O-])c(N)c2[N+](=O)[O-])c1[N+](=O)[O-]	616	('40.8632364', '0.0', '0.0', '0.0', '40.8632364', '0.0', '0.0', '0.0', '40.8632364')
292	CCc1c(CC)c(CC)c2c(c1CC)Cc1c(CC)c(CC)c(CC)c(CC)c1-2	620	('37.21249728', '0.0', '0.0', '0.0', '37.21249728', '0.0', '0.0', '0.0', '37.21249728')
293	O=c1c2ccccc2[nH]c2cc3c(=O)c4ccccc4[nH]c3cc12	621	('25.49489796', '0.0', '0.0', '0.0', '25.49489796', '0.0', '0.0', '0.0', '25.49489796')
294	Cn1ncn(NC(=O)Nn2cnn(C)c2=S)c1=S	624	('33.80624856', '0.0', '0.0', '0.0', '33.80624856', '0.0', '0.0', '0.0', '33.80624856')
295	Cn1ncn(NC(=O)Nn2cnn(C)c2=S)c1=S	625	('24.762114720000003', '0.0', '0.0', '0.0', '24.762114720000003', '0.0', '0.0', '0.0', '24.762114720000003')
296	Nc1nc(NCCO)c([N][O])c(NCCO)n1	630	('28.33950672', '0.0', '0.0', '0.0', '28.33950672', '0.0', '0.0', '0.0', '28.33950672')
297	O=C1c2ccccc2C(=O)c2c(O)ccc(O)c21	631	('43.25802516', '0.0', '0.0', '0.0', '43.25802516', '0.0', '0.0', '0.0', '43.25802516')
298	C/C=N/Nc1ccccn1	632	('26.774821080000002', '0.0', '0.0', '0.0', '26.774821080000002', '0.0', '0.0', '0.0', '26.774821080000002')
299	NC(=O)NOCc1ccccc1	633	('23.644656', '0.0', '0.0', '0.0', '23.644656', '0.0', '0.0', '0.0', '23.644656')
300	CC(C)Cc1ccc([C@@H](C)C(=O)O)cc1	634	('23.73604884', '0.0', '0.0', '0.0', '23.73604884', '0.0', '0.0', '0.0', '23.73604884')
301	O=c1cccccc1O	640	('45.4850046', '0.0', '0.0', '0.0', '45.4850046', '0.0', '0.0', '0.0', '45.4850046')
302	Nc1cn[nH]c1	642	('18.302382', '0.0', '0.0', '0.0', '18.302382', '0.0', '0.0', '0.0', '18.302382')
303	CCO[C@H]1[C@H](OCC)N(c2cccnc2)CN1c1cccnc1	643	('32.57628192', '0.0', '0.0', '0.0', '32.57628192', '0.0', '0.0', '0.0', '32.57628192')
304	O=C(NCc1cccc(CNC(=O)c2ccc[nH]2)c1)c1ccc[nH]1	646	('32.06015316', '0.0', '0.0', '0.0', '32.06015316', '0.0', '0.0', '0.0', '32.06015316')
305	O=S1(=O)c2cc3nsnc3cc2-c2cc3nsnc3cc21	650	('10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999')
306	c1cc2c3cc1CCc1ccc(c(c1)SSS3)CC2	654	('29.44077192', '0.0', '0.0', '0.0', '29.44077192', '0.0', '0.0', '0.0', '29.44077192')
307	C[C]1S[C](c2nc3ccc(O)cc3s2)N=C1O	655	('10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999')
308	Cc1cc[n+]([O-])c2ccccc12	656	('41.6853486', '0.0', '0.0', '0.0', '41.6853486', '0.0', '0.0', '0.0', '41.6853486')
309	c1ccc2c(c1)[C@]13O[C@]14c1ccccc1[C@@]41O[C@]14c1ccccc1[C@@]41O[C@@]231	658	('16.7026104', '0.0', '0.0', '0.0', '16.7026104', '0.0', '0.0', '0.0', '16.7026104')
310	CS(=O)(=O)n1oc(N)nc1=O	660	('29.83904784', '0.0', '0.0', '0.0', '29.83904784', '0.0', '0.0', '0.0', '29.83904784')
311	Nc1cccc(O)c1	661	('53.199205920000004', '0.0', '0.0', '0.0', '53.199205920000004', '0.0', '0.0', '0.0', '53.199205920000004')
312	O=[N+]([O-])c1ccc2c(cnn2[N+](=O)[O-])c1	665	('40.37711328', '0.0', '0.0', '0.0', '40.37711328', '0.0', '0.0', '0.0', '40.37711328')
313	CNC(=S)N/N=C/c1cccs1	666	('40.37711328', '0.0', '0.0', '0.0', '40.37711328', '0.0', '0.0', '0.0', '40.37711328')
314	c1ccc2c(c1)nc1n2CCCS1	667	('25.31354112', '0.0', '0.0', '0.0', '25.31354112', '0.0', '0.0', '0.0', '25.31354112')
315	c1ccc2ccc3ccc4ccc(c1)c2c43	668	('10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999')
316	O=[N+]([O-])c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1	669	('41.379894359999994', '0.0', '0.0', '0.0', '41.379894359999994', '0.0', '0.0', '0.0', '41.379894359999994')
317	Cc1cc(N2[CH]N=C[N]2)c([N+](=O)[O-])cc1[N+](=O)[O-]	675	('40.08647664', '0.0', '0.0', '0.0', '40.08647664', '0.0', '0.0', '0.0', '40.08647664')
318	O=C(O)c1cc(O)cc(O)c1[N+](=O)[O-]	678	('24.1518942', '0.0', '0.0', '0.0', '24.1518942', '0.0', '0.0', '0.0', '24.1518942')
319	NNC(=O)c1cccs1	679	('36.72229932', '0.0', '0.0', '0.0', '36.72229932', '0.0', '0.0', '0.0', '36.72229932')
320	c1cc(-c2ccncc2/N=N\c2cnccc2-c2ccncc2)ccn1	682	('34.04645244', '0.0', '0.0', '0.0', '34.04645244', '0.0', '0.0', '0.0', '34.04645244')
