	SMILES	Number	Lattice
1236	Cc1nn2c(nc1=O)[nH]c1ccccc12	2644	('46.47762504', '0.0', '0.0', '0.0', '46.47762504', '0.0', '0.0', '0.0', '46.47762504')
1237	c1cc2c3c(c1)c1ccc4ccc5c6cccc7c6c6c(c(c3c3c1c4c5c63)C2)C7	2647	('33.17999328', '0.0', '0.0', '0.0', '33.17999328', '0.0', '0.0', '0.0', '33.17999328')
1238	CS(=O)(=O)c1nccnn1	2652	('36.50019408', '0.0', '0.0', '0.0', '36.50019408', '0.0', '0.0', '0.0', '36.50019408')
1239	c1cc2oc1Cc1ccc(o1)Cc1ccc(o1)Cc1ccc(o1)C2	2654	('25.87216464', '0.0', '0.0', '0.0', '25.87216464', '0.0', '0.0', '0.0', '25.87216464')
1240	O=Cc1ccc(=O)[nH]n1	2656	('30.097403279999998', '0.0', '0.0', '0.0', '30.097403279999998', '0.0', '0.0', '0.0', '30.097403279999998')
1241	Cc1cc(-n2c(=S)nc3cc(C)on3c2=S)no1	2661	('34.156578960000004', '0.0', '0.0', '0.0', '34.156578960000004', '0.0', '0.0', '0.0', '34.156578960000004')
1242	[O][N]N1CCNc2nonc21	2662	('34.156578960000004', '0.0', '0.0', '0.0', '34.156578960000004', '0.0', '0.0', '0.0', '34.156578960000004')
1243	O=C1OCCN1CCn1cnnn1	2663	('31.2574626', '0.0', '0.0', '0.0', '31.2574626', '0.0', '0.0', '0.0', '31.2574626')
1244	C1COc2nonc2[N]/N=C2\[N]ON=C2O1	2664	('23.3792622', '0.0', '0.0', '0.0', '23.3792622', '0.0', '0.0', '0.0', '23.3792622')
1245	CCOc1c2c3c(OCC)c(c1CSCCOCCSC2)CSCCOCCSC3	2665	('23.18964984', '0.0', '0.0', '0.0', '23.18964984', '0.0', '0.0', '0.0', '23.18964984')
1246	C(=C/c1ccncc1)\c1ccncc1	2666	('28.5035058', '0.0', '0.0', '0.0', '28.5035058', '0.0', '0.0', '0.0', '28.5035058')
1247	CN(C(=O)SSC(=O)N(C)c1ccccc1)c1ccccc1	2670	('24.207301440000002', '0.0', '0.0', '0.0', '24.207301440000002', '0.0', '0.0', '0.0', '24.207301440000002')
1248	Cn1c(=O)[nH]c(=O)[nH]c1=O	2676	('17.599128120000003', '0.0', '0.0', '0.0', '17.599128120000003', '0.0', '0.0', '0.0', '17.599128120000003')
1249	c1ccc2c3c4ccccc4c(c2c1)[C]1SC2=C(SCCCCCSC4=C(SCCCCCS2)S[C]3S4)S1	2677	('31.07123712', '0.0', '0.0', '0.0', '31.07123712', '0.0', '0.0', '0.0', '31.07123712')
1250	c1ccc2cc3c4ccccc4c4ccccc4c3cc2c1	2678	('26.95210308', '0.0', '0.0', '0.0', '26.95210308', '0.0', '0.0', '0.0', '26.95210308')
1251	c1nc(-c2nonc2[N][N]c2nonc2-c2ncon2)no1	2679	('29.775120480000002', '0.0', '0.0', '0.0', '29.775120480000002', '0.0', '0.0', '0.0', '29.775120480000002')
1252	O=c1c2ccccc2c(=O)c2cc3c(=O)c4ccccc4c(=O)c3cc12	2680	('24.64606116', '0.0', '0.0', '0.0', '24.64606116', '0.0', '0.0', '0.0', '24.64606116')
1253	OC[C@H]1O[C@@H](c2ccc(-c3cccs3)nc2)[C@H](O)[C@@H]1O	2681	('19.94597136', '0.0', '0.0', '0.0', '19.94597136', '0.0', '0.0', '0.0', '19.94597136')
1254	O=C/C(=C/O)c1ccccc1	2683	('42.73512264', '0.0', '0.0', '0.0', '42.73512264', '0.0', '0.0', '0.0', '42.73512264')
1255	Cn1ccnc1-c1ccc(C=O)s1	2684	('23.7060432', '0.0', '0.0', '0.0', '23.7060432', '0.0', '0.0', '0.0', '23.7060432')
1256	O=C1CC[C@@H](N2C(=O)c3ccccc3C2=O)C(=O)O1	2687	('10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999')
1257	CC(=O)[C@]1(C)[C@@H](c2ccccc2)c2occc2C(=O)[C@@]1(C)O	2689	('44.176345919999996', '0.0', '0.0', '0.0', '44.176345919999996', '0.0', '0.0', '0.0', '44.176345919999996')
1258	O=S1(=O)Cc2c[nH]cc2C1	2690	('22.31244792', '0.0', '0.0', '0.0', '22.31244792', '0.0', '0.0', '0.0', '22.31244792')
1259	c1cc2ccc1CSCCNCCSC2	2696	('24.35134968', '0.0', '0.0', '0.0', '24.35134968', '0.0', '0.0', '0.0', '24.35134968')
1260	C=C(C)C(=O)Oc1cccccc1=O	2697	('33.93145728', '0.0', '0.0', '0.0', '33.93145728', '0.0', '0.0', '0.0', '33.93145728')
1261	[N][N]C1=c2ccccc2=C2C=CC=C[C]21	2698	('33.93145728', '0.0', '0.0', '0.0', '33.93145728', '0.0', '0.0', '0.0', '33.93145728')
1262	O=c1oc2cc(O)ccc2s1	2699	('32.893643159999996', '0.0', '0.0', '0.0', '32.893643159999996', '0.0', '0.0', '0.0', '32.893643159999996')
1263	Cc1c[n+]([O-])ccc1[N+](=O)[O-]	2703	('23.27067036', '0.0', '0.0', '0.0', '23.27067036', '0.0', '0.0', '0.0', '23.27067036')
1264	CSc1ccc(SCSc2ccc(SC)cc2)cc1	2705	('32.986359', '0.0', '0.0', '0.0', '32.986359', '0.0', '0.0', '0.0', '32.986359')
1265	c1cc(Cn2ccnc2)nc(Cn2ccnc2)c1	2708	('32.2396578', '0.0', '0.0', '0.0', '32.2396578', '0.0', '0.0', '0.0', '32.2396578')
1266	[O-][n+]1cc[n+]([O-])cc1	2712	('19.1488374', '0.0', '0.0', '0.0', '19.1488374', '0.0', '0.0', '0.0', '19.1488374')
1267	c1ccncc1	2715	('37.61352504', '0.0', '0.0', '0.0', '37.61352504', '0.0', '0.0', '0.0', '37.61352504')
1268	CCN1c2c(ssc2=S)Sc2ssc(=S)c21	2716	('28.5183234', '0.0', '0.0', '0.0', '28.5183234', '0.0', '0.0', '0.0', '28.5183234')
1269	Cc1nn(C)c2c1[N]C(S(C)(=O)=O)=N[N]2	2728	('27.04984632', '0.0', '0.0', '0.0', '27.04984632', '0.0', '0.0', '0.0', '27.04984632')
1270	N=C1c2c(N)cccc2C=CC12Nc1cccc3cccc(c13)N2	2729	('21.067452000000003', '0.0', '0.0', '0.0', '21.067452000000003', '0.0', '0.0', '0.0', '21.067452000000003')
1271	C[C@@]12C[C@@H](Cc3nc(=S)[nH]cc31)NC(=S)N2	2730	('25.943924159999998', '0.0', '0.0', '0.0', '25.943924159999998', '0.0', '0.0', '0.0', '25.943924159999998')
1272	O=C(S[C@@]12CC[C@H](O)[C@@H]1C(=O)NC2=O)c1ccc(O)cc1	2731	('22.22729964', '0.0', '0.0', '0.0', '22.22729964', '0.0', '0.0', '0.0', '22.22729964')
1273	Nc1ccc2c(c1)C(=O)C(=O)c1cc(N)ccc1-2	2732	('26.311771080000003', '0.0', '0.0', '0.0', '26.311771080000003', '0.0', '0.0', '0.0', '26.311771080000003')
1274	O=c1sc2c(s1)SCC2	2735	('21.69264888', '0.0', '0.0', '0.0', '21.69264888', '0.0', '0.0', '0.0', '21.69264888')
1275	Nc1nnnn1N	2736	('22.607953199999997', '0.0', '0.0', '0.0', '22.607953199999997', '0.0', '0.0', '0.0', '22.607953199999997')
1276	Oc1cc2c3cc(O)c(O)cc3c3cc(O)c(O)cc3c2cc1O	2742	('20.874929039999998', '0.0', '0.0', '0.0', '20.874929039999998', '0.0', '0.0', '0.0', '20.874929039999998')
1277	c1ccc(-c2c3ccccc3c(-c3ccccc3)c3c(-c4ccccc4)c4ccccc4c(-c4ccccc4)c23)cc1	2743	('21.675873239999998', '0.0', '0.0', '0.0', '21.675873239999998', '0.0', '0.0', '0.0', '21.675873239999998')
1278	O=C1Sc2ccccc2/C1=C/c1cccs1	2745	('31.4733762', '0.0', '0.0', '0.0', '31.4733762', '0.0', '0.0', '0.0', '31.4733762')
1279	CC(C)(C)Nc1c([N+](=O)[O-])c(N)c([N+](=O)[O-])c(N)c1[N+](=O)[O-]	2750	('32.45509512', '0.0', '0.0', '0.0', '32.45509512', '0.0', '0.0', '0.0', '32.45509512')
1280	CCOc1ccccc1-c1c(C)nc(C)c(-c2ccccc2OCC)c1-c1ccccc1OCC	2753	('33.43850748', '0.0', '0.0', '0.0', '33.43850748', '0.0', '0.0', '0.0', '33.43850748')
1281	c1csc(-c2cncnc2)c1	2754	('18.21331764', '0.0', '0.0', '0.0', '18.21331764', '0.0', '0.0', '0.0', '18.21331764')
1282	c1ccc2[nH]c(C3CC3)nc2c1	2757	('38.892918959999996', '0.0', '0.0', '0.0', '38.892918959999996', '0.0', '0.0', '0.0', '38.892918959999996')
1283	NC(=O)c1cnccn1	2759	('28.73148516', '0.0', '0.0', '0.0', '28.73148516', '0.0', '0.0', '0.0', '28.73148516')
1284	O=C(/C=C/c1c[nH]cn1)NCCc1c[nH]cn1	2763	('35.03288124', '0.0', '0.0', '0.0', '35.03288124', '0.0', '0.0', '0.0', '35.03288124')
1285	CCSc1nnc(N)s1	2765	('28.87426332', '0.0', '0.0', '0.0', '28.87426332', '0.0', '0.0', '0.0', '28.87426332')
1286	O=C(SSC(=O)c1cccs1)c1cccs1	2766	('40.54153572', '0.0', '0.0', '0.0', '40.54153572', '0.0', '0.0', '0.0', '40.54153572')
1287	c1cn(-n2cnnc2)cn1	2767	('36.87857208', '0.0', '0.0', '0.0', '36.87857208', '0.0', '0.0', '0.0', '36.87857208')
1288	Nc1ncnc2[nH]cnc12	2772	('25.80294528', '0.0', '0.0', '0.0', '25.80294528', '0.0', '0.0', '0.0', '25.80294528')
1289	CCCc1cc(N)nc(=O)n1[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O	2774	('35.5074678', '0.0', '0.0', '0.0', '35.5074678', '0.0', '0.0', '0.0', '35.5074678')
1290	O=C(Sc1nnns1)c1ccccc1	2777	('25.7220306', '0.0', '0.0', '0.0', '25.7220306', '0.0', '0.0', '0.0', '25.7220306')
1291	C1CNn2nnnc2N1	2779	('20.926896480000003', '0.0', '0.0', '0.0', '20.926896480000003', '0.0', '0.0', '0.0', '20.926896480000003')
1292	COn1nnc2c1c1nnn(OC)c1c1nnn(OC)c21	2782	('25.04153232', '0.0', '0.0', '0.0', '25.04153232', '0.0', '0.0', '0.0', '25.04153232')
1293	Cn1ccn(C)c1=N	2784	('31.2878916', '0.0', '0.0', '0.0', '31.2878916', '0.0', '0.0', '0.0', '31.2878916')
1294	S=c1cc[nH]c(=S)[nH]1	2789	('33.05129184', '0.0', '0.0', '0.0', '33.05129184', '0.0', '0.0', '0.0', '33.05129184')
1295	O=C1Cn2nnnc2C2(CCCCC2)NN1	2790	('29.99590272', '0.0', '0.0', '0.0', '29.99590272', '0.0', '0.0', '0.0', '29.99590272')
1296	O=C1C=CC(=O)c2c(O)ccc(O)c21	2791	('35.0375382', '0.0', '0.0', '0.0', '35.0375382', '0.0', '0.0', '0.0', '35.0375382')
1297	O=c1scnn1CS	2792	('20.7718938', '0.0', '0.0', '0.0', '20.7718938', '0.0', '0.0', '0.0', '20.7718938')
1298	O=c1scnn1CS	2793	('39.45402972', '0.0', '0.0', '0.0', '39.45402972', '0.0', '0.0', '0.0', '39.45402972')
1299	O=C(O)c1ccnnc1	2794	('43.8889374', '0.0', '0.0', '0.0', '43.8889374', '0.0', '0.0', '0.0', '43.8889374')
1300	O=C1c2nccnc2C2=Nc3cccc4cccc(c34)N12	2795	('43.70975028', '0.0', '0.0', '0.0', '43.70975028', '0.0', '0.0', '0.0', '43.70975028')
1301	C[C@]12[C]3C=CC=C1c1ccccc1[C]2C=C3	2796	('30.85622316', '0.0', '0.0', '0.0', '30.85622316', '0.0', '0.0', '0.0', '30.85622316')
1302	O=[N+]([O-])n1cccn1	2797	('10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999')
1303	Oc1ccccc1[C@H]1CCNCCNCCCNCCN1	2798	('47.04265188', '0.0', '0.0', '0.0', '47.04265188', '0.0', '0.0', '0.0', '47.04265188')
1304	Nc1cccc(C(=O)O)c1	2799	('27.03862728', '0.0', '0.0', '0.0', '27.03862728', '0.0', '0.0', '0.0', '27.03862728')
1305	Nc1ncccn1	2800	('26.18952588', '0.0', '0.0', '0.0', '26.18952588', '0.0', '0.0', '0.0', '26.18952588')
1306	C#Cc1cccc(C#C)n1	2807	('17.104167359999998', '0.0', '0.0', '0.0', '17.104167359999998', '0.0', '0.0', '0.0', '17.104167359999998')
1307	O=[N+]([O-])N(Cc1nnn[nH]1)Cc1nnn[nH]1	2810	('21.78811656', '0.0', '0.0', '0.0', '21.78811656', '0.0', '0.0', '0.0', '21.78811656')
1308	Cn1ncc(=S)n1C	2815	('25.6474134', '0.0', '0.0', '0.0', '25.6474134', '0.0', '0.0', '0.0', '25.6474134')
1309	Oc1ccc(O)cc1	2816	('26.442642239999998', '0.0', '0.0', '0.0', '26.442642239999998', '0.0', '0.0', '0.0', '26.442642239999998')
1310	COC(=O)c1cc([N+](=O)[O-])ccc1O	2820	('30.34575684', '0.0', '0.0', '0.0', '30.34575684', '0.0', '0.0', '0.0', '30.34575684')
1311	O=[N+]([O-])C1=CNc2nnnn2[C@H]1Sc1ccccc1	2822	('25.086990600000004', '0.0', '0.0', '0.0', '25.086990600000004', '0.0', '0.0', '0.0', '25.086990600000004')
1312	NC(=O)c1nnn[nH]1	2824	('23.01723648', '0.0', '0.0', '0.0', '23.01723648', '0.0', '0.0', '0.0', '23.01723648')
1313	S=C(c1ccccc1)c1ccccc1	2826	('41.04803304', '0.0', '0.0', '0.0', '41.04803304', '0.0', '0.0', '0.0', '41.04803304')
1314	S=C(c1ccccc1)c1ccccc1	2827	('41.41884348000001', '0.0', '0.0', '0.0', '41.41884348000001', '0.0', '0.0', '0.0', '41.41884348000001')
1315	CSC(=S)Nc1ccccc1	2832	('31.983577920000002', '0.0', '0.0', '0.0', '31.983577920000002', '0.0', '0.0', '0.0', '31.983577920000002')
1316	c1coc(-c2ccc(-c3ccc(-c4cccs4)o3)s2)c1	2834	('25.466903279999997', '0.0', '0.0', '0.0', '25.466903279999997', '0.0', '0.0', '0.0', '25.466903279999997')
1317	O=c1[nH]cc([N+](=O)[O-])c(=O)[nH]1	2836	('30.55553172', '0.0', '0.0', '0.0', '30.55553172', '0.0', '0.0', '0.0', '30.55553172')
1318	C=CC1=NO[C@@H](c2cc([N+](=O)[O-])on2)C1	2841	('21.41296668', '0.0', '0.0', '0.0', '21.41296668', '0.0', '0.0', '0.0', '21.41296668')
1319	NC(=O)c1ccc(C(N)=O)cc1	2844	('32.94185328', '0.0', '0.0', '0.0', '32.94185328', '0.0', '0.0', '0.0', '32.94185328')
1320	Nc1ccnc(N)n1	2845	('34.65053424', '0.0', '0.0', '0.0', '34.65053424', '0.0', '0.0', '0.0', '34.65053424')
1321	O=C(Nc1ccccc1)O[C@H]1C=C=CCCCCCCC1	2847	('26.76069144', '0.0', '0.0', '0.0', '26.76069144', '0.0', '0.0', '0.0', '26.76069144')
1322	NC(=S)N/N=C/c1ccoc1	2849	('10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999')
1323	O/N=C/c1ccccc1O	2851	('25.047036', '0.0', '0.0', '0.0', '25.047036', '0.0', '0.0', '0.0', '25.047036')
1324	c1ccc(CN2CCN(Cc3ccccc3)Cc3ccccc3C2)cc1	2858	('34.263318600000005', '0.0', '0.0', '0.0', '34.263318600000005', '0.0', '0.0', '0.0', '34.263318600000005')
1325	S=c1sc2c3c4c(cccc14)C=C[C@@H]3[C@H]1[C@@H]3CC[C@@H](C3)[C@H]1S2	2859	('24.228046080000002', '0.0', '0.0', '0.0', '24.228046080000002', '0.0', '0.0', '0.0', '24.228046080000002')
1326	Cc1cc2[nH]c(=S)[nH]c2cc1C	2864	('19.407139920000002', '0.0', '0.0', '0.0', '19.407139920000002', '0.0', '0.0', '0.0', '19.407139920000002')
1327	Cc1n[nH]c2c1[C@@]1(C(=O)Nc3ccccc31)C(C#N)=C(N)O2	2865	('31.427335799999998', '0.0', '0.0', '0.0', '31.427335799999998', '0.0', '0.0', '0.0', '31.427335799999998')
1328	OCC(CO)(CO)n1cnnn1	2867	('34.78002948', '0.0', '0.0', '0.0', '34.78002948', '0.0', '0.0', '0.0', '34.78002948')
1329	O=C(O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O	2874	('32.81484528', '0.0', '0.0', '0.0', '32.81484528', '0.0', '0.0', '0.0', '32.81484528')
1330	COC(=O)c1cc(O)cc(=O)c(O)c1	2875	('10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999')
1331	C(=N/SSSS/N=C/c1ccccc1)\c1ccccc1	2877	('35.9244774', '0.0', '0.0', '0.0', '35.9244774', '0.0', '0.0', '0.0', '35.9244774')
1332	C(=N/SSSS/N=C/c1ccccc1)\c1ccccc1	2878	('45.150232679999995', '0.0', '0.0', '0.0', '45.150232679999995', '0.0', '0.0', '0.0', '45.150232679999995')
1333	O=C1SC(=O)c2ccccc21	2879	('31.619488320000002', '0.0', '0.0', '0.0', '31.619488320000002', '0.0', '0.0', '0.0', '31.619488320000002')
1334	O=[S][N]Nc1ccccc1	2880	('45.294704280000005', '0.0', '0.0', '0.0', '45.294704280000005', '0.0', '0.0', '0.0', '45.294704280000005')
1335	CC(C)(C)n1nnc(N)n1	2883	('10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999')
1336	O=S(=O)(n1cccn1)n1cccn1	2885	('23.207378040000002', '0.0', '0.0', '0.0', '23.207378040000002', '0.0', '0.0', '0.0', '23.207378040000002')
1337	Nc1ncco1	2886	('19.399942799999998', '0.0', '0.0', '0.0', '19.399942799999998', '0.0', '0.0', '0.0', '19.399942799999998')
1338	Nc1ccnc(N)n1	2887	('22.65155928', '0.0', '0.0', '0.0', '22.65155928', '0.0', '0.0', '0.0', '22.65155928')
1339	CCCCCCc1cc(-c2ccc(-c3ccco3)o2)oc1-c1oc(-c2ccc(-c3ccco3)o2)cc1CCCCCC	2888	('21.903588', '0.0', '0.0', '0.0', '21.903588', '0.0', '0.0', '0.0', '21.903588')
1340	CC(=O)Oc1ccc(OC(C)=O)c2c1C(=O)c1ccccc1C2=O	2890	('46.28795976', '0.0', '0.0', '0.0', '46.28795976', '0.0', '0.0', '0.0', '46.28795976')
1341	O=C(/C=C/c1ccco1)c1cc(C(=O)/C=C/c2ccco2)c(O)cc1O	2891	('10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999')
1342	Cn1c(=O)n2n(c1=O)[C@@H]1C3=C([C@@H]4CC[C@H]3C4)[C@H]2C1(C)C	2892	('36.43319736', '0.0', '0.0', '0.0', '36.43319736', '0.0', '0.0', '0.0', '36.43319736')
1343	NNC(=S)c1ccccc1O	2893	('46.60854912', '0.0', '0.0', '0.0', '46.60854912', '0.0', '0.0', '0.0', '46.60854912')
1344	Nc1ccc2c(c1)C(=O)c1cc(N)ccc1-2	2896	('59.03929836', '0.0', '0.0', '0.0', '59.03929836', '0.0', '0.0', '0.0', '59.03929836')
1345	c1ccc2c3c(cnc2c1)Sc1cnc2ccccc2c1S3	2898	('36.930327840000004', '0.0', '0.0', '0.0', '36.930327840000004', '0.0', '0.0', '0.0', '36.930327840000004')
1346	C(#Cc1ccncc1)c1ccncc1	2899	('19.96814484', '0.0', '0.0', '0.0', '19.96814484', '0.0', '0.0', '0.0', '19.96814484')
1347	C#Cc1ccc(C#C)cc1	2900	('30.09899088', '0.0', '0.0', '0.0', '30.09899088', '0.0', '0.0', '0.0', '30.09899088')
1348	c1coc(Cn2cnnn2)c1	2901	('10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999')
1349	c1coc(Cn2cnnn2)c1	2902	('26.384271480000002', '0.0', '0.0', '0.0', '26.384271480000002', '0.0', '0.0', '0.0', '26.384271480000002')
1350	Nc1ccc([N+](=O)[O-])cn1	2903	('30.3551766', '0.0', '0.0', '0.0', '30.3551766', '0.0', '0.0', '0.0', '30.3551766')
1351	O=C(Nc1nncs1)c1cccnc1	2909	('28.81594548', '0.0', '0.0', '0.0', '28.81594548', '0.0', '0.0', '0.0', '28.81594548')
1352	CCN(CC)CCNc1cccc2c1C(=O)c1ccccc1C2=O	2911	('33.4224198', '0.0', '0.0', '0.0', '33.4224198', '0.0', '0.0', '0.0', '33.4224198')
1353	c1scc2c1CSSSC2	2914	('18.961871040000002', '0.0', '0.0', '0.0', '18.961871040000002', '0.0', '0.0', '0.0', '18.961871040000002')
1354	COc1ccc2nc(N)sc2c1	2915	('42.20798652', '0.0', '0.0', '0.0', '42.20798652', '0.0', '0.0', '0.0', '42.20798652')
1355	Cc1c2nonc2c(C)[n+]([O-])[n+]1[O-]	2916	('21.101585399999998', '0.0', '0.0', '0.0', '21.101585399999998', '0.0', '0.0', '0.0', '21.101585399999998')
1356	O=C(O)Cc1cn2ccsc2n1	2917	('21.101585399999998', '0.0', '0.0', '0.0', '21.101585399999998', '0.0', '0.0', '0.0', '21.101585399999998')
1357	C=Cn1nnnc1N	2920	('29.87577432', '0.0', '0.0', '0.0', '29.87577432', '0.0', '0.0', '0.0', '29.87577432')
1358	Nc1nn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=S)s1	2921	('44.52254856', '0.0', '0.0', '0.0', '44.52254856', '0.0', '0.0', '0.0', '44.52254856')
1359	c1cc(C(c2ccncc2)(c2ccncc2)c2ccncc2)ccn1	2924	('31.38568776', '0.0', '0.0', '0.0', '31.38568776', '0.0', '0.0', '0.0', '31.38568776')
1360	SCc1ccccc1	2925	('43.33782852', '0.0', '0.0', '0.0', '43.33782852', '0.0', '0.0', '0.0', '43.33782852')
1361	SCc1ccccc1	2926	('22.810001760000002', '0.0', '0.0', '0.0', '22.810001760000002', '0.0', '0.0', '0.0', '22.810001760000002')
1362	COC(=S)c1[nH]cc(C)c1C	2927	('17.0357418', '0.0', '0.0', '0.0', '17.0357418', '0.0', '0.0', '0.0', '17.0357418')
1363	Cc1nnc(C)n1N	2931	('42.70718088', '0.0', '0.0', '0.0', '42.70718088', '0.0', '0.0', '0.0', '42.70718088')
1364	COc1ccc(C(=O)O)cc1	2937	('24.296101200000003', '0.0', '0.0', '0.0', '24.296101200000003', '0.0', '0.0', '0.0', '24.296101200000003')
1365	COc1nc(SC)nc(=S)n1C	2938	('34.12980144', '0.0', '0.0', '0.0', '34.12980144', '0.0', '0.0', '0.0', '34.12980144')
1366	CC(C)(C)c1ccc2c(c1)sc1c3ccccc3sc21	2940	('41.40307332', '0.0', '0.0', '0.0', '41.40307332', '0.0', '0.0', '0.0', '41.40307332')
1367	COC(=O)c1nn(C(=O)OC)c(C)c1C	2943	('49.49745192', '0.0', '0.0', '0.0', '49.49745192', '0.0', '0.0', '0.0', '49.49745192')
1368	COc1cccc[n+]1[O-]	2945	('20.36922552', '0.0', '0.0', '0.0', '20.36922552', '0.0', '0.0', '0.0', '20.36922552')
1369	Nc1nnco1	2947	('21.436410239999997', '0.0', '0.0', '0.0', '21.436410239999997', '0.0', '0.0', '0.0', '21.436410239999997')
1370	O=c1c2c1CCCc1c(c1=O)CCC2	2952	('22.77248148', '0.0', '0.0', '0.0', '22.77248148', '0.0', '0.0', '0.0', '22.77248148')
1371	c1c[nH]c([C]([C](c2ccc[nH]2)c2ccc[nH]2)c2ccc[nH]2)c1	2954	('32.95413072', '0.0', '0.0', '0.0', '32.95413072', '0.0', '0.0', '0.0', '32.95413072')
1372	N#Cc1ccc(C#N)cc1	2955	('18.22496004', '0.0', '0.0', '0.0', '18.22496004', '0.0', '0.0', '0.0', '18.22496004')
1373	c1c(-c2nn[nH]n2)cc(-c2nnn[nH]2)cc1-c1nnn[nH]1	2957	('27.548617319999998', '0.0', '0.0', '0.0', '27.548617319999998', '0.0', '0.0', '0.0', '27.548617319999998')
1374	O=[N+]([O-])Nn1cc([N+](=O)[O-])nc1[N+](=O)[O-]	2963	('37.96782444', '0.0', '0.0', '0.0', '37.96782444', '0.0', '0.0', '0.0', '37.96782444')
1375	C[C@H]1C[C@H](OC(=O)c2ccc([N+](=O)[O-])cc2)C(=O)O1	2967	('19.62993312', '0.0', '0.0', '0.0', '19.62993312', '0.0', '0.0', '0.0', '19.62993312')
1376	C(=N/CC/N=C/c1cccs1)\c1cccs1	2972	('30.515471280000003', '0.0', '0.0', '0.0', '30.515471280000003', '0.0', '0.0', '0.0', '30.515471280000003')
1377	O=C1c2ccccc2C(=O)N1N1C(=S)c2ccccc2C1=S	2973	('18.23178672', '0.0', '0.0', '0.0', '18.23178672', '0.0', '0.0', '0.0', '18.23178672')
1378	CCc1c(C=O)sc(C=O)c1CC	2977	('10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999')
1379	COc1cc2c(OC)cc1CSCSCc1cc(OC)c(cc1OC)CSCSC2	2978	('16.58041812', '0.0', '0.0', '0.0', '16.58041812', '0.0', '0.0', '0.0', '16.58041812')
1380	Cc1nc(C)c(C)nc1C	2980	('29.17738908', '0.0', '0.0', '0.0', '29.17738908', '0.0', '0.0', '0.0', '29.17738908')
1381	Nn1c(=O)[nH][nH]c1=O	2984	('19.682641439999998', '0.0', '0.0', '0.0', '19.682641439999998', '0.0', '0.0', '0.0', '19.682641439999998')
1382	CSc1cccccc1=O	2985	('22.32816516', '0.0', '0.0', '0.0', '22.32816516', '0.0', '0.0', '0.0', '22.32816516')
1383	Cc1nc(N)[nH]c(=S)c1N	2986	('35.498630160000005', '0.0', '0.0', '0.0', '35.498630160000005', '0.0', '0.0', '0.0', '35.498630160000005')
1384	CSc1nnc(SC)c2c1-c1c(C)ccc3ccc(C)c-2c13	2987	('35.498630160000005', '0.0', '0.0', '0.0', '35.498630160000005', '0.0', '0.0', '0.0', '35.498630160000005')
1385	c1c2c3cc4c1CCc1ccc(c5c1-c1c(ccc(c1-5)CC3)CC4)CC2	2988	('32.41148904', '0.0', '0.0', '0.0', '32.41148904', '0.0', '0.0', '0.0', '32.41148904')
1386	Cc1cn2c3ccccc3cc2c2c1c1ccccc1n2C	2994	('48.87294300000001', '0.0', '0.0', '0.0', '48.87294300000001', '0.0', '0.0', '0.0', '48.87294300000001')
1387	CN(C)[N][N]c1ccc(C(N)=O)cc1	2998	('32.18419764', '0.0', '0.0', '0.0', '32.18419764', '0.0', '0.0', '0.0', '32.18419764')
1388	O=C(O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1	3000	('42.01440516', '0.0', '0.0', '0.0', '42.01440516', '0.0', '0.0', '0.0', '42.01440516')
1389	[O]S([O])([O])O/N=c1\[nH]cnc2c1N[CH]N2	3003	('24.99289884', '0.0', '0.0', '0.0', '24.99289884', '0.0', '0.0', '0.0', '24.99289884')
1390	COC(=O)c1c(C(=O)OC)c(C(=O)OC)c2cc3cc4c(C(=O)OC)c(C(=O)OC)c(C(=O)OC)c(C(=O)OC)c4cc3cc2c1C(=O)OC	3004	('30.52758996', '0.0', '0.0', '0.0', '30.52758996', '0.0', '0.0', '0.0', '30.52758996')
1391	CC(C)(C)SCc1ccc(CSC(C)(C)C)cc1	3005	('24.46322256', '0.0', '0.0', '0.0', '24.46322256', '0.0', '0.0', '0.0', '24.46322256')
1392	CCN1C(=O)CC(C)=Nn2cnnc21	3006	('17.11792656', '0.0', '0.0', '0.0', '17.11792656', '0.0', '0.0', '0.0', '17.11792656')
1393	CCOC(=O)c1cc2ccccc2c2ccccc12	3010	('29.98680048', '0.0', '0.0', '0.0', '29.98680048', '0.0', '0.0', '0.0', '29.98680048')
